start,end,text,start_sec,end_sec,mid_sec,text_length
00:02:06.880,00:02:09.430,can we learn from it honestly we never really know sometimes these early,126.88,129.43,128.155,72
00:02:09.430,00:02:09.440,really know sometimes these early,129.43,129.44,129.435,33
00:02:09.440,00:02:12.630,really know sometimes these early samples will have colors that don't end,129.44,132.63,131.035,73
00:02:12.630,00:02:12.640,samples will have colors that don't end,132.63,132.64,132.635,39
00:02:12.640,00:02:15.670,samples will have colors that don't end up coming to fruition but this is like a,132.64,135.67,134.15499999999997,80
00:02:15.670,00:02:15.680,up coming to fruition but this is like a,135.67,135.68,135.675,40
00:02:15.680,00:02:18.470,up coming to fruition but this is like a pale pink type of color the frame,135.68,138.47,137.075,74
00:02:18.470,00:02:18.480,pale pink type of color the frame,138.47,138.48,138.475,33
00:02:18.480,00:02:21.630,pale pink type of color the frame however looks like a typical aluminum,138.48,141.63,140.055,71
00:02:21.630,00:02:21.640,however looks like a typical aluminum,141.63,141.64,141.635,37
00:02:21.640,00:02:24.150,however looks like a typical aluminum color it doesn't have a very strong pink,141.64,144.15,142.89499999999998,78
00:02:24.150,00:02:24.160,color it doesn't have a very strong pink,144.15,144.16,144.155,40
00:02:24.160,00:02:28.150,color it doesn't have a very strong pink tone on this particular model otherwise,144.16,148.15,146.155,80
00:02:28.150,00:02:28.160,tone on this particular model otherwise,148.15,148.16,148.155,39
00:02:28.160,00:02:30.790,tone on this particular model otherwise the dimensions here look fairly,148.16,150.79,149.475,71
00:02:30.790,00:02:30.800,the dimensions here look fairly,150.79,150.8,150.79500000000002,31
00:02:30.800,00:02:33.589,the dimensions here look fairly identical height and width if I look at,150.8,153.589,152.1945,71
00:02:33.589,00:02:33.599,identical height and width if I look at,153.589,153.599,153.594,39
00:02:33.599,00:02:36.869,identical height and width if I look at them from the front almost no changes to,153.599,156.869,155.23399999999998,80
00:02:36.869,00:02:36.879,them from the front almost no changes to,156.869,156.879,156.874,40
00:02:36.879,00:02:39.550,them from the front almost no changes to the form factor by the looks of it and,156.879,159.55,158.2145,79
00:02:39.550,00:02:39.560,the form factor by the looks of it and,159.55,159.56,159.555,38
00:02:39.560,00:02:42.390,the form factor by the looks of it and the biggest change occurring in this,159.56,162.39,160.975,75
00:02:42.390,00:02:42.400,the biggest change occurring in this,162.39,162.4,162.39499999999998,36
00:02:42.400,00:02:44.149,the biggest change occurring in this camera department and then obviously,162.4,164.149,163.2745,73
00:02:44.149,00:02:44.159,camera department and then obviously,164.149,164.159,164.154,36
00:02:44.159,00:02:46.070,camera department and then obviously with your colors hopefully we have some,164.159,166.07,165.1145,76
00:02:46.070,00:02:46.080,with your colors hopefully we have some,166.07,166.07999999999998,166.075,39
00:02:46.080,00:02:48.149,with your colors hopefully we have some different colors here with the other,166.07999999999998,168.149,167.1145,76
00:02:48.149,00:02:48.159,different colors here with the other,168.149,168.159,168.154,36
00:02:48.159,00:02:51.589,different colors here with the other models so we can compare this is labeled,168.159,171.589,169.874,77
00:02:51.589,00:02:51.599,models so we can compare this is labeled,171.589,171.599,171.594,40
00:02:51.599,00:02:55.550,models so we can compare this is labeled as 16 plus this gives us a glimpse at,171.599,175.55,173.5745,78
00:02:55.550,00:02:55.560,as 16 plus this gives us a glimpse at,175.55,175.56,175.555,37
00:02:55.560,00:02:58.309,as 16 plus this gives us a glimpse at the,175.56,178.309,176.9345,41
00:02:58.309,00:02:58.319,the,178.309,178.31900000000002,178.31400000000002,3
00:02:58.319,00:03:01.030,the black screen protector it's kind of,178.31900000000002,181.03,179.67450000000002,39
00:03:01.030,00:03:01.040,black screen protector it's kind of,181.03,181.04,181.035,35
00:03:01.040,00:03:03.350,black screen protector it's kind of funny having a screen protector on a,181.04,183.35,182.195,72
00:03:03.350,00:03:03.360,funny having a screen protector on a,183.35,183.36,183.35500000000002,36
00:03:03.360,00:03:06.710,funny having a screen protector on a mockup model phone so same camera,183.36,186.71,185.03500000000003,70
00:03:06.710,00:03:06.720,mockup model phone so same camera,186.71,186.72,186.715,33
00:03:06.720,00:03:10.390,mockup model phone so same camera section A brushed or matte finish on the,186.72,190.39,188.555,74
00:03:10.390,00:03:10.400,section A brushed or matte finish on the,190.39,190.4,190.39499999999998,40
00:03:10.400,00:03:13.750,section A brushed or matte finish on the frame in Black it does not feel titanium,190.4,193.75,192.075,81
00:03:13.750,00:03:13.760,frame in Black it does not feel titanium,193.75,193.76,193.755,40
00:03:13.760,00:03:16.470,frame in Black it does not feel titanium in the form of this model but I would,193.76,196.47,195.115,78
00:03:16.470,00:03:16.480,in the form of this model but I would,196.47,196.48,196.475,37
00:03:16.480,00:03:18.630,in the form of this model but I would assume they would keep the titanium,196.48,198.63,197.555,73
00:03:18.630,00:03:18.640,assume they would keep the titanium,198.63,198.64,198.635,35
00:03:18.640,00:03:21.190,assume they would keep the titanium aspect for the Pro Models I don't know,198.64,201.19,199.915,74
00:03:21.190,00:03:21.200,aspect for the Pro Models I don't know,201.19,201.2,201.195,38
00:03:21.200,00:03:23.270,aspect for the Pro Models I don't know these feel a little bit heavier what,201.2,203.27,202.235,75
00:03:23.270,00:03:23.280,these feel a little bit heavier what,203.27,203.28,203.275,36
00:03:23.280,00:03:25.910,these feel a little bit heavier what does that mean on these I don't know but,203.28,205.91,204.595,77
00:03:25.910,00:03:25.920,does that mean on these I don't know but,205.91,205.92000000000002,205.91500000000002,40
00:03:25.920,00:03:27.670,does that mean on these I don't know but the materials on this feel more,205.92000000000002,207.67000000000002,206.79500000000002,72
00:03:27.670,00:03:27.680,the materials on this feel more,207.67000000000002,207.68,207.675,31
00:03:27.680,00:03:29.949,the materials on this feel more plasticky obviously than the actual,207.68,209.949,208.8145,67
00:03:29.949,00:03:29.959,plasticky obviously than the actual,209.949,209.959,209.954,35
00:03:29.959,00:03:33.070,plasticky obviously than the actual official iPhone but this is your plus,209.959,213.07,211.5145,73
00:03:33.070,00:03:33.080,official iPhone but this is your plus,213.07,213.07999999999998,213.075,37
00:03:33.080,00:03:35.630,official iPhone but this is your plus variant same alteration so I'll pull,213.07999999999998,215.63,214.355,74
00:03:35.630,00:03:35.640,variant same alteration so I'll pull,215.63,215.64,215.635,36
00:03:35.640,00:03:38.589,variant same alteration so I'll pull over the existing plus and there you can,215.64,218.589,217.1145,77
00:03:38.589,00:03:38.599,over the existing plus and there you can,218.589,218.599,218.594,40
00:03:38.599,00:03:42.149,over the existing plus and there you can see the difference form factor looking,218.599,222.149,220.374,79
00:03:42.149,00:03:42.159,see the difference form factor looking,222.149,222.159,222.154,38
00:03:42.159,00:03:45.309,see the difference form factor looking fairly identical again if not exact,222.159,225.309,223.73399999999998,74
00:03:45.309,00:03:45.319,fairly identical again if not exact,225.309,225.31900000000002,225.31400000000002,35
00:03:45.319,00:03:49.509,fairly identical again if not exact height WID yeah sometimes these change,225.31900000000002,229.50900000000001,227.41400000000002,74
00:03:49.509,00:03:49.519,height WID yeah sometimes these change,229.50900000000001,229.519,229.514,38
00:03:49.519,00:03:53.149,height WID yeah sometimes these change slightly but not this generation it,229.519,233.149,231.334,74
00:03:53.149,00:03:53.159,slightly but not this generation it,233.149,233.159,233.154,35
00:03:53.159,00:03:55.550,slightly but not this generation it appears these are like I said almost,233.159,235.55,234.3545,72
00:03:55.550,00:03:55.560,appears these are like I said almost,235.55,235.56,235.555,36
00:03:55.560,00:03:59.030,appears these are like I said almost exact now the plus model still has this,235.56,239.03,237.29500000000002,76
00:03:59.030,00:03:59.040,exact now the plus model still has this,239.03,239.04,239.035,39
00:03:59.040,00:04:01.270,exact now the plus model still has this secondary button section which is tough,239.04,241.27,240.155,79
00:04:01.270,00:04:01.280,secondary button section which is tough,241.27,241.28,241.275,39
00:04:01.280,00:04:03.350,secondary button section which is tough to see on the black variant so whatever,241.28,243.35,242.315,79
00:04:03.350,00:04:03.360,to see on the black variant so whatever,243.35,243.36,243.35500000000002,39
00:04:03.360,00:04:05.229,to see on the black variant so whatever that ends up being will says Apple,243.36,245.229,244.29450000000003,74
00:04:05.229,00:04:05.239,that ends up being will says Apple,245.229,245.239,245.234,34
00:04:05.239,00:04:07.470,that ends up being will says Apple intelligence which would be very cool if,245.239,247.47,246.3545,75
00:04:07.470,00:04:07.480,intelligence which would be very cool if,247.47,247.48,247.475,40
00:04:07.480,00:04:09.390,intelligence which would be very cool if that was the case but maybe even if it,247.48,249.39,248.435,79
00:04:09.390,00:04:09.400,that was the case but maybe even if it,249.39,249.4,249.39499999999998,38
00:04:09.400,00:04:10.990,that was the case but maybe even if it was just a programmable button that,249.4,250.99,250.195,74
00:04:10.990,00:04:11.000,was just a programmable button that,250.99,251.0,250.995,35
00:04:11.000,00:04:12.509,was just a programmable button that would be cool it feel comfortable,251.0,252.50900000000001,251.7545,69
00:04:12.509,00:04:12.519,would be cool it feel comfortable,252.50900000000001,252.519,252.514,33
00:04:12.519,00:04:14.470,would be cool it feel comfortable holding that pressing that but yeah,252.519,254.47,253.49450000000002,69
00:04:14.470,00:04:14.480,holding that pressing that but yeah,254.47,254.48,254.475,35
00:04:14.480,00:04:16.069,holding that pressing that but yeah that's that area yeah you can press it,254.48,256.069,255.2745,74
00:04:16.069,00:04:16.079,that's that area yeah you can press it,256.069,256.079,256.074,38
00:04:16.079,00:04:18.550,that's that area yeah you can press it you have to shift your hand down to here,256.079,258.55,257.3145,79
00:04:18.550,00:04:18.560,you have to shift your hand down to here,258.55,258.56,258.555,40
00:04:18.560,00:04:20.710,you have to shift your hand down to here hold it there your left hand on the,258.56,260.71,259.635,76
00:04:20.710,00:04:20.720,hold it there your left hand on the,260.71,260.72,260.71500000000003,35
00:04:20.720,00:04:23.230,hold it there your left hand on the other hand is lining right up with that,260.72,263.23,261.975,75
00:04:23.230,00:04:23.240,other hand is lining right up with that,263.23,263.24,263.235,39
00:04:23.240,00:04:25.510,other hand is lining right up with that now if you go to the smaller phone same,263.24,265.51,264.375,79
00:04:25.510,00:04:25.520,now if you go to the smaller phone same,265.51,265.52,265.515,39
00:04:25.520,00:04:28.310,now if you go to the smaller phone same idea you hold here you can press this,265.52,268.31,266.91499999999996,77
00:04:28.310,00:04:28.320,idea you hold here you can press this,268.31,268.32,268.315,37
00:04:28.320,00:04:29.710,idea you hold here you can press this you slide up a little bit you press,268.32,269.71,269.015,73
00:04:29.710,00:04:29.720,you slide up a little bit you press,269.71,269.72,269.71500000000003,35
00:04:29.720,00:04:31.710,you slide up a little bit you press press here slide down a little bit it's,269.72,271.71,270.71500000000003,75
00:04:31.710,00:04:31.720,press here slide down a little bit it's,271.71,271.72,271.71500000000003,39
00:04:31.720,00:04:34.070,press here slide down a little bit it's this motion got to do this Motion in,271.72,274.07,272.895,76
00:04:34.070,00:04:34.080,this motion got to do this Motion in,274.07,274.08,274.075,36
00:04:34.080,00:04:38.830,this motion got to do this Motion in your hand and next we have a pro model,274.08,278.83,276.455,75
00:04:38.830,00:04:38.840,your hand and next we have a pro model,278.83,278.84000000000003,278.83500000000004,38
00:04:38.840,00:04:41.189,your hand and next we have a pro model also in black and we have obviously a,278.84000000000003,281.189,280.0145,76
00:04:41.189,00:04:41.199,also in black and we have obviously a,281.189,281.199,281.194,37
00:04:41.199,00:04:44.350,also in black and we have obviously a much bigger camera section but the same,281.199,284.35,282.7745,77
00:04:44.350,00:04:44.360,much bigger camera section but the same,284.35,284.36,284.355,39
00:04:44.360,00:04:46.350,much bigger camera section but the same layout that we're used to on the,284.36,286.35,285.355,72
00:04:46.350,00:04:46.360,layout that we're used to on the,286.35,286.36,286.355,32
00:04:46.360,00:04:48.909,layout that we're used to on the existing Pro now the materials feel,286.36,288.909,287.6345,68
00:04:48.909,00:04:48.919,existing Pro now the materials feel,288.909,288.919,288.914,35
00:04:48.919,00:04:50.870,existing Pro now the materials feel identical between these two I don't,288.919,290.87,289.8945,71
00:04:50.870,00:04:50.880,identical between these two I don't,290.87,290.88,290.875,35
00:04:50.880,00:04:52.670,identical between these two I don't imagine that these are indicative of the,290.88,292.67,291.775,76
00:04:52.670,00:04:52.680,imagine that these are indicative of the,292.67,292.68,292.675,40
00:04:52.680,00:04:54.670,imagine that these are indicative of the actual materials that Apple will be,292.68,294.67,293.675,76
00:04:54.670,00:04:54.680,actual materials that Apple will be,294.67,294.68,294.675,35
00:04:54.680,00:04:56.909,actual materials that Apple will be using in any way sometimes the colors as,294.68,296.909,295.79449999999997,76
00:04:56.909,00:04:56.919,using in any way sometimes the colors as,296.909,296.919,296.914,40
00:04:56.919,00:04:58.790,using in any way sometimes the colors as I mentioned are and if that's the case,296.919,298.79,297.85450000000003,79
00:04:58.790,00:04:58.800,I mentioned are and if that's the case,298.79,298.8,298.795,38
00:04:58.800,00:05:01.830,I mentioned are and if that's the case then this black variant is quite black,298.8,301.83,300.315,77
00:05:01.830,00:05:01.840,then this black variant is quite black,301.83,301.84,301.835,38
00:05:01.840,00:05:04.070,then this black variant is quite black maybe more black than recent kind of,301.84,304.07,302.955,75
00:05:04.070,00:05:04.080,maybe more black than recent kind of,304.07,304.08,304.075,36
00:05:04.080,00:05:06.670,maybe more black than recent kind of almost black colors that Apple has used,304.08,306.67,305.375,76
00:05:06.670,00:05:06.680,almost black colors that Apple has used,306.67,306.68,306.675,39
00:05:06.680,00:05:09.350,almost black colors that Apple has used and if I pull over the existing Pro I,306.68,309.35,308.015,77
00:05:09.350,00:05:09.360,and if I pull over the existing Pro I,309.35,309.36,309.355,37
00:05:09.360,00:05:12.270,and if I pull over the existing Pro I have a device that is actually a little,309.36,312.27,310.815,77
00:05:12.270,00:05:12.280,have a device that is actually a little,312.27,312.28,312.275,39
00:05:12.280,00:05:14.629,have a device that is actually a little bit taller that's interesting so not,312.28,314.629,313.4545,76
00:05:14.629,00:05:14.639,bit taller that's interesting so not,314.629,314.639,314.634,36
00:05:14.639,00:05:16.870,bit taller that's interesting so not identical in this case this is a little,314.639,316.87,315.7545,76
00:05:16.870,00:05:16.880,identical in this case this is a little,316.87,316.88,316.875,39
00:05:16.880,00:05:19.189,identical in this case this is a little touch taller how much taller let's find,316.88,319.189,318.0345,79
00:05:19.189,00:05:19.199,touch taller how much taller let's find,319.189,319.199,319.194,39
00:05:19.199,00:05:22.790,touch taller how much taller let's find out so old model calipers have the old,319.199,322.79,320.9945,78
00:05:22.790,00:05:22.800,out so old model calipers have the old,322.79,322.8,322.795,38
00:05:22.800,00:05:29.990,out so old model calipers have the old one at 146.820,322.8,329.99,326.395,53
00:05:36.150,00:05:36.160,in the new one 5.89 in or,336.15,336.15999999999997,336.155,25
00:05:36.160,00:05:40.350,in the new one 5.89 in or 149.6 mm so yes this form factor has,336.15999999999997,340.35,338.255,62
00:05:40.350,00:05:40.360,149.6 mm so yes this form factor has,340.35,340.36,340.355,36
00:05:40.360,00:05:45.110,149.6 mm so yes this form factor has changed slightly let's check width,340.36,345.11,342.735,71
00:05:45.110,00:05:45.120,changed slightly let's check width,345.11,345.12,345.115,34
00:05:45.120,00:05:49.110,changed slightly let's check width 7144,345.12,349.11,347.115,39
00:05:52.350,00:05:52.360,2.81 oh that's a lot closer to identical,352.35,352.36,352.355,40
00:05:52.360,00:05:56.270,2.81 oh that's a lot closer to identical 2.8 or 7113 that's that could just be,352.36,356.27,354.315,78
00:05:56.270,00:05:56.280,2.8 or 7113 that's that could just be,356.27,356.28,356.275,37
00:05:56.280,00:05:57.830,2.8 or 7113 that's that could just be material differences that's not a,356.28,357.83,357.05499999999995,71
00:05:57.830,00:05:57.840,material differences that's not a,357.83,357.84000000000003,357.83500000000004,33
00:05:57.840,00:05:59.990,material differences that's not a significant alteration compared to that,357.84000000000003,359.99,358.915,73
00:05:59.990,00:06:00.000,significant alteration compared to that,359.99,360.0,359.995,39
00:06:00.000,00:06:01.870,significant alteration compared to that height that height has definitely,360.0,361.87,360.935,73
00:06:01.870,00:06:01.880,height that height has definitely,361.87,361.88,361.875,33
00:06:01.880,00:06:05.670,height that height has definitely changed if these early mockups are,361.88,365.67,363.775,68
00:06:05.670,00:06:05.680,changed if these early mockups are,365.67,365.68,365.675,34
00:06:05.680,00:06:08.029,changed if these early mockups are accurate then the next iPhone the iPhone,365.68,368.029,366.85450000000003,75
00:06:08.029,00:06:08.039,accurate then the next iPhone the iPhone,368.029,368.039,368.034,40
00:06:08.039,00:06:12.110,accurate then the next iPhone the iPhone 16 Pro will be taller than the iPhone 15,368.039,372.11,370.0745,81
00:06:12.110,00:06:12.120,16 Pro will be taller than the iPhone 15,372.11,372.12,372.115,40
00:06:12.120,00:06:15.830,16 Pro will be taller than the iPhone 15 Pro let's check out the pro,372.12,375.83,373.975,68
00:06:15.830,00:06:15.840,Pro let's check out the pro,375.83,375.84,375.835,27
00:06:15.840,00:06:19.029,Pro let's check out the pro Max here it looks like we have a 16 Pro,375.84,379.029,377.43449999999996,67
00:06:19.029,00:06:19.039,Max here it looks like we have a 16 Pro,379.029,379.039,379.034,39
00:06:19.039,00:06:23.270,Max here it looks like we have a 16 Pro Max in white and silver same button,379.039,383.27,381.1545,75
00:06:23.270,00:06:23.280,Max in white and silver same button,383.27,383.28,383.275,35
00:06:23.280,00:06:27.110,Max in white and silver same button layout huge phone obviously even bigger,383.28,387.11,385.195,75
00:06:27.110,00:06:27.120,layout huge phone obviously even bigger,387.11,387.12,387.115,39
00:06:27.120,00:06:28.870,layout huge phone obviously even bigger than the plus the other interesting,387.12,388.87,387.995,75
00:06:28.870,00:06:28.880,than the plus the other interesting,388.87,388.88,388.875,35
00:06:28.880,00:06:30.670,than the plus the other interesting thing here we have this same matte,388.88,390.67,389.775,70
00:06:30.670,00:06:30.680,thing here we have this same matte,390.67,390.68,390.675,34
00:06:30.680,00:06:33.629,thing here we have this same matte finish on Pro and non-pro models and if,390.68,393.629,392.1545,74
00:06:33.629,00:06:33.639,finish on Pro and non-pro models and if,393.629,393.639,393.634,39
00:06:33.639,00:06:36.230,finish on Pro and non-pro models and if we compare this to the existing Pro Max,393.639,396.23,394.9345,79
00:06:36.230,00:06:36.240,we compare this to the existing Pro Max,396.23,396.24,396.235,39
00:06:36.240,00:06:39.710,we compare this to the existing Pro Max we have the same situation of a taller,396.24,399.71,397.975,78
00:06:39.710,00:06:39.720,we have the same situation of a taller,399.71,399.72,399.71500000000003,38
00:06:39.720,00:06:42.909,we have the same situation of a taller phone by an almost identical margin to,399.72,402.909,401.3145,77
00:06:42.909,00:06:42.919,phone by an almost identical margin to,402.909,402.919,402.914,38
00:06:42.919,00:06:46.309,phone by an almost identical margin to the pro model and the width once again,402.919,406.30899999999997,404.614,77
00:06:46.309,00:06:46.319,the pro model and the width once again,406.30899999999997,406.319,406.31399999999996,38
00:06:46.319,00:06:48.309,the pro model and the width once again looks to be close to,406.319,408.30899999999997,407.31399999999996,59
00:06:48.309,00:06:48.319,looks to be close to,408.30899999999997,408.319,408.31399999999996,20
00:06:48.319,00:06:50.710,looks to be close to identical with a little bit of tolerance,408.319,410.71,409.5145,61
00:06:50.710,00:06:50.720,identical with a little bit of tolerance,410.71,410.72,410.71500000000003,40
00:06:50.720,00:06:52.990,identical with a little bit of tolerance for the material differences from the,410.72,412.99,411.855,78
