token_a,token_b,count
distinctive,knew,2
little,pro,2
distinctive,layout,2
color,recent,2
protector,screen,2
black,brushed,2
height,significant,2
hold,idea,2
black,matte,2
iphone,kind,2
iphone,knew,2
iphone,layout,2
iphone,quite,2
apple,black,2
get,phone,2
actual,bit,2
kind,quite,2
knew,layout,2
apple,end,2
going,product,2
apple,say,2
color,honestly,2
color,learn,2
let,yes,2
bit,interesting,2
color,never,2
brushed,matte,2
actual,little,2
brushed,model,2
model,particular,2
apple,device,2
kind,recent,2
brushed,section,2
finding,going,2
difference,height,2
look,product,2
difference,identical,2
hold,press,2
bit,material,2
changed,could,2
phone,product,2
finding,obviously,2
actually,case,2
changed,early,2
next,pro,2
actual,going,2
actual,launch,2
actual,let,2
actual,look,2
feel,material,2
going,obviously,2
actual,start,2
actual,thing,2
bigger,existing,2
idea,press,2
always,going,2
always,iphone,2
black,variant,2
honestly,learn,2
interesting,layout,2
interesting,little,2
interesting,obviously,2
find,let,2
honestly,never,2
always,thing,2
button,end,2
button,say,2
bigger,layout,2
early,mockups,2
identical,material,2
find,much,2
learn,never,2
layout,obviously,2
find,taller,2
almost,identical,2
almost,width,2
change,fairly,2
matte,phone,2
going,launch,2
going,let,2
change,height,2
change,identical,2
going,start,2
iphone,launch,2
iphone,phone,2
change,look,2
iphone,start,2
launch,let,2
end,say,2
iphone,material,2
matte,section,2
find,touch,2
launch,start,2
launch,thing,2
let,phone,2
let,start,2
let,thing,2
apple,dedicated,2
model,one,2
color,device,2
apple,secondary,2
identical,let,2
button,dedicated,2
factor,fairly,2
button,going,2
start,thing,2
button,secondary,2
identical,little,2
factor,height,2
color,coming,2
dedicated,obviously,2
going,immediately,2
factor,look,2
going,notice,2
color,fruition,2
factor,width,2
fairly,form,2
model,phone,2
going,secondary,2
immediately,new,2
immediately,notice,2
model,would,2
fairly,height,2
fairly,identical,2
coming,fruition,2
model,section,2
model,taller,2
hand,press,2
form,height,2
hate,love,2
apple,intelligence,2
apple,little,2
apple,maybe,2
apple,sure,2
coming,like,2
apple,used,2
case,much,2
button,intelligence,2
form,look,2
button,maybe,2
form,width,2
little,material,2
bit,identical,2
identical,taller,2
height,sometimes,2
height,identical,2
aluminum,however,2
height,look,2
aluminum,like,2
difference,material,2
course,type,2
new,notice,2
aluminum,look,2
titanium,would,2
look,width,2
new,thing,2
phone,right,2
intelligence,maybe,2
changed,let,2
device,little,2
aluminum,pink,2
identical,sometimes,2
box,well,2
existing,iphone,2
existing,used,2
case,device,2
little,used,2
changed,mockups,2
alteration,difference,2
feel,form,2
feel,used,2
fruition,like,2
aluminum,typical,2
feel,model,2
feel,section,2
feel,titanium,2
camera,layout,2
china,iphone,2
existing,kind,2
check,pro,2
finish,matte,2
hand,shift,2
finish,model,2
actually,black,2
know,like,2
material,much,2
sometimes,way,2
color,however,2
feel,holding,2
button,pro,2
going,type,2
almost,model,2
difference,factor,2
difference,form,2
difference,iphone,2
decision,hate,2
like,really,2
difference,looking,2
decision,love,2
button,even,2
let,much,2
changed,pro,2
layout,section,2
actually,little,2
difference,see,2
going,layout,2
color,pink,2
model,titanium,2
color,typical,2
aluminum,color,2
button,silver,2
let,max,2
look,pro,2
matte,thing,2
model,situation,2
pro,situation,2
close,identical,2
close,look,2
existing,pull,2
identical,model,2
close,iphone,2
pro,used,2
iphone,think,2
look,think,2
height,small,2
increase,slightly,2
increase,small,2
slightly,small,2
new,right,2
case,small,2
iphone,thinking,2
new,thinking,2
case,phone,2
case,thin,2
dupont,kevlar,2
dupont,much,2
dupont,pretty,2
dupont,thin,2
kevlar,much,2
kevlar,pretty,2
kevlar,thin,2
later,phone,2
later,thin,2
much,pretty,2
much,thin,2
phone,thin,2
pretty,thin,2
fact,thin,2
get,still,2
get,strong,2
still,strong,2
phone,used,2
feel,really,2
got,holding,2
got,like,2
black,quite,2
holding,phone,2
black,recent,2
also,phone,2
blue,coffee,2
blue,color,2
blue,wiie,2
coffee,color,2
coffee,wiie,2
inside,iphone,2
color,phone,2
color,wiie,2
color,would,2
assuming,iphone,2
color,iphone,2
new,well,2
factor,looking,2
also,maglock,2
also,match,2
also,ring,2
got,maglock,2
inside,mean,2
got,ring,2
iphone,match,2
maglock,match,2
maglock,ring,2
match,ring,2
actually,grip,2
actually,magnetic,2
also,device,2
inside,number,2
also,grip,2
also,magnetic,2
inside,related,2
device,got,2
device,grip,2
device,magnetic,2
going,grip,2
going,magnetic,2
also,pro,2
device,get,2
get,grip,2
get,magnetic,2
charge,course,2
charge,friend,2
charge,going,2
charge,looking,2
course,friend,2
course,iphone,2
course,thing,2
charging,max,2
charging,wat,2
charging,wireless,2
max,wat,2
max,wireless,2
wat,wireless,2
airpods,apple,2
airpods,got,2
apple,get,2
almost,got,2
almost,iphone,2
apple,iphone,2
apple,nice,2
apple,watch,2
artistic,nice,2
artistic,quality,2
nice,quality,2
nice,watch,2
black,protector,2
also,nice,2
also,setup,2
going,nice,2
going,setup,2
kind,look,2
nice,setup,2
brake,iphone,2
brake,new,2
brake,since,2
charger,power,2
iphone,since,2
new,since,2
mag,original,2
mag,safe,2
original,safe,2
charge,charger,2
built,power,2
cable,got,2
cable,usbc,2
got,look,2
look,one,2
also,becomes,2
inside,well,2
also,sort,2
also,way,2
becomes,like,2
becomes,sort,2
becomes,way,2
cable,time,2
like,sort,2
like,way,2
sort,way,2
charger,device,2
comfortable,device,2
comfortable,flip,2
comfortable,hold,2
comfortable,prong,2
device,flip,2
device,hold,2
device,prong,2
flip,hold,2
flip,prong,2
hold,prong,2
ahead,well,2
black,screen,2
charge,time,2
iphone,number,2
charge,using,2
device,time,2
let,touch,2
device,using,2
time,two,2
time,using,2
charge,give,2
charge,port,2
charge,secondary,2
charge,usb,2
device,give,2
device,port,2
device,secondary,2
device,usb,2
give,port,2
give,secondary,2
give,two,2
give,usb,2
port,secondary,2
port,two,2
port,usb,2
secondary,two,2
secondary,usb,2
two,usb,2
fact,promote,2
iphone,related,2
drop,possible,2
drop,like,2
drop,sometimes,2
drop,surprised,2
like,surprised,2
sometimes,surprised,2
height,like,2
height,table,2
height,went,2
like,table,2
like,went,2
phone,sometimes,2
table,went,2
around,corner,2
around,especially,2
around,lip,2
around,small,2
corner,especially,2
corner,lip,2
corner,small,2
especially,lip,2
especially,small,2
lip,small,2
case,enough,2
case,hit,2
case,instead,2
case,screen,2
drop,enough,2
drop,hit,2
drop,instead,2
drop,screen,2
enough,hit,2
enough,instead,2
enough,screen,2
hit,instead,2
hit,screen,2
instead,screen,2
often,otter,2
often,thing,2
otter,thing,2
every,often,2
every,phone,2
every,well,2
often,phone,2
often,well,2
phone,well,2
iphone,standard,2
case,feel,2
know,look,2
know,standard,2
let,standard,2
look,standard,2
also,know,2
also,let,2
also,one,2
also,plus,2
know,one,2
let,plus,2
one,plus,2
immediately,shocking,1
immediately,start,1
immediately,thing,1
immediately,unboxing,1
iphone,labeled,1
iphone,notice,1
iphone,shocking,1
iphone,unboxing,1
labeled,launch,1
labeled,let,1
labeled,new,1
labeled,notice,1
labeled,one,1
labeled,shocking,1
labeled,start,1
labeled,thing,1
labeled,unboxing,1
launch,new,1
launch,notice,1
launch,one,1
launch,shocking,1
launch,unboxing,1
let,notice,1
let,shocking,1
let,unboxing,1
new,shocking,1
new,start,1
new,unboxing,1
notice,one,1
notice,shocking,1
notice,start,1
notice,thing,1
notice,unboxing,1
one,shocking,1
one,start,1
one,thing,1
one,unboxing,1
shocking,start,1
shocking,thing,1
shocking,unboxing,1
start,unboxing,1
thing,unboxing,1
camera,decide,1
camera,decision,1
camera,going,1
camera,hate,1
camera,immediately,1
camera,love,1
camera,new,1
camera,notice,1
camera,right,1
camera,whether,1
decide,decision,1
decide,going,1
decide,hate,1
decide,immediately,1
decide,layout,1
decide,love,1
decide,new,1
decide,notice,1
decide,right,1
decide,section,1
decide,whether,1
decision,going,1
decision,immediately,1
decision,layout,1
decision,new,1
decision,notice,1
decision,right,1
decision,section,1
decision,whether,1
going,hate,1
going,love,1
going,right,1
going,section,1
going,whether,1
hate,immediately,1
hate,layout,1
hate,new,1
hate,notice,1
hate,right,1
hate,section,1
hate,whether,1
immediately,layout,1
immediately,love,1
immediately,right,1
immediately,section,1
immediately,whether,1
layout,love,1
layout,new,1
layout,notice,1
layout,right,1
layout,whether,1
love,new,1
love,notice,1
love,right,1
love,section,1
love,whether,1
new,section,1
new,whether,1
notice,right,1
notice,section,1
notice,whether,1
right,section,1
right,whether,1
section,whether,1
apple,area,1
apple,bit,1
apple,change,1
apple,decision,1
apple,different,1
apple,hate,1
apple,looked,1
apple,love,1
apple,past,1
apple,quite,1
area,bit,1
area,change,1
area,decision,1
area,different,1
area,hate,1
area,looked,1
area,love,1
area,obviously,1
area,past,1
area,quite,1
bit,change,1
bit,decision,1
bit,hate,1
bit,looked,1
bit,love,1
bit,past,1
change,decision,1
change,different,1
change,hate,1
change,looked,1
change,love,1
change,past,1
change,quite,1
decision,different,1
decision,looked,1
decision,obviously,1
decision,past,1
decision,quite,1
different,hate,1
different,looked,1
different,love,1
different,obviously,1
different,past,1
hate,looked,1
hate,obviously,1
hate,past,1
hate,quite,1
looked,love,1
looked,obviously,1
looked,past,1
looked,quite,1
love,obviously,1
love,past,1
love,quite,1
obviously,past,1
obviously,quite,1
past,quite,1
bit,compared,1
bit,diagonal,1
bit,intriguing,1
bit,kind,1
compared,diagonal,1
compared,different,1
compared,distinctive,1
compared,intriguing,1
compared,iphone,1
compared,kind,1
compared,knew,1
compared,know,1
compared,layout,1
compared,quite,1
diagonal,different,1
diagonal,distinctive,1
diagonal,intriguing,1
diagonal,iphone,1
diagonal,kind,1
diagonal,knew,1
diagonal,know,1
diagonal,layout,1
diagonal,quite,1
different,distinctive,1
different,intriguing,1
different,iphone,1
different,knew,1
different,know,1
different,layout,1
distinctive,intriguing,1
distinctive,kind,1
distinctive,know,1
distinctive,quite,1
intriguing,iphone,1
intriguing,kind,1
intriguing,knew,1
intriguing,know,1
intriguing,layout,1
intriguing,quite,1
kind,knew,1
kind,know,1
kind,layout,1
knew,know,1
knew,quite,1
know,layout,1
know,quite,1
layout,quite,1
bit,finding,1
bit,going,1
bit,typical,1
comment,inclined,1
distinctive,finding,1
distinctive,going,1
distinctive,interesting,1
distinctive,little,1
distinctive,obviously,1
distinctive,typical,1
distinctive,whereas,1
finding,interesting,1
finding,iphone,1
finding,knew,1
finding,layout,1
finding,little,1
finding,typical,1
finding,whereas,1
going,interesting,1
going,knew,1
going,little,1
going,typical,1
going,whereas,1
interesting,iphone,1
interesting,knew,1
interesting,typical,1
interesting,whereas,1
iphone,typical,1
iphone,whereas,1
knew,little,1
knew,obviously,1
knew,typical,1
knew,whereas,1
layout,little,1
layout,typical,1
layout,whereas,1
little,typical,1
little,whereas,1
obviously,typical,1
obviously,whereas,1
typical,whereas,1
anyway,apple,1
anyway,button,1
anyway,dedicated,1
anyway,finding,1
anyway,going,1
anyway,obviously,1
anyway,removable,1
anyway,secondary,1
anyway,storage,1
apple,finding,1
apple,removable,1
apple,storage,1
button,finding,1
button,removable,1
button,storage,1
dedicated,finding,1
dedicated,going,1
dedicated,removable,1
dedicated,secondary,1
dedicated,storage,1
finding,removable,1
finding,secondary,1
finding,storage,1
going,removable,1
going,storage,1
obviously,removable,1
obviously,secondary,1
obviously,storage,1
removable,secondary,1
removable,storage,1
secondary,storage,1
apple,switch,1
apple,yeah,1
button,little,1
button,sure,1
button,switch,1
button,used,1
button,yeah,1
dedicated,intelligence,1
dedicated,little,1
dedicated,maybe,1
dedicated,sure,1
dedicated,switch,1
dedicated,used,1
dedicated,yeah,1
intelligence,little,1
intelligence,obviously,1
intelligence,sure,1
intelligence,switch,1
intelligence,used,1
intelligence,yeah,1
little,maybe,1
little,sure,1
little,switch,1
little,yeah,1
maybe,obviously,1
maybe,sure,1
maybe,switch,1
maybe,used,1
maybe,yeah,1
obviously,sure,1
obviously,switch,1
obviously,used,1
obviously,yeah,1
sure,switch,1
sure,used,1
sure,yeah,1
switch,used,1
switch,yeah,1
used,yeah,1
button,changed,1
button,course,1
button,individual,1
button,model,1
button,side,1
button,sim,1
button,slot,1
button,type,1
button,volume,1
changed,course,1
changed,going,1
changed,individual,1
changed,model,1
changed,side,1
changed,sim,1
changed,slot,1
changed,type,1
changed,volume,1
course,individual,1
course,model,1
course,pro,1
course,side,1
course,sim,1
course,slot,1
course,volume,1
going,individual,1
going,model,1
going,pro,1
going,side,1
going,sim,1
going,slot,1
going,volume,1
individual,model,1
individual,pro,1
individual,side,1
individual,sim,1
individual,slot,1
individual,type,1
individual,volume,1
model,side,1
model,sim,1
model,slot,1
model,type,1
model,volume,1
pro,side,1
pro,sim,1
pro,slot,1
pro,type,1
pro,volume,1
side,sim,1
side,slot,1
side,type,1
side,volume,1
sim,slot,1
sim,type,1
sim,volume,1
slot,type,1
slot,volume,1
type,volume,1
actually,annoying,1
actually,course,1
actually,speaker,1
actually,type,1
annoying,apple,1
annoying,course,1
annoying,faint,1
annoying,going,1
annoying,got,1
annoying,logo,1
annoying,one,1
annoying,pull,1
annoying,speaker,1
annoying,sticker,1
annoying,type,1
apple,speaker,1
apple,type,1
course,faint,1
course,logo,1
course,one,1
course,pull,1
course,speaker,1
course,sticker,1
faint,going,1
faint,got,1
faint,pull,1
faint,speaker,1
faint,type,1
going,logo,1
going,pull,1
going,speaker,1
going,sticker,1
got,logo,1
got,pull,1
got,speaker,1
got,sticker,1
got,type,1
logo,pull,1
logo,speaker,1
logo,type,1
one,pull,1
one,speaker,1
one,type,1
pull,speaker,1
pull,sticker,1
pull,type,1
speaker,sticker,1
speaker,type,1
sticker,type,1
actually,hidden,1
actually,honestly,1
actually,learn,1
actually,never,1
actually,purpose,1
actually,shipping,1
actually,sure,1
apple,hidden,1
apple,honestly,1
apple,learn,1
apple,never,1
apple,purpose,1
apple,shipping,1
color,faint,1
color,hidden,1
color,logo,1
color,one,1
color,purpose,1
color,shipping,1
color,sticker,1
color,sure,1
faint,hidden,1
faint,honestly,1
faint,learn,1
faint,never,1
faint,purpose,1
faint,shipping,1
faint,sure,1
hidden,honestly,1
hidden,learn,1
hidden,logo,1
hidden,never,1
hidden,one,1
hidden,purpose,1
hidden,shipping,1
hidden,sticker,1
hidden,sure,1
honestly,logo,1
honestly,one,1
honestly,purpose,1
honestly,shipping,1
honestly,sticker,1
honestly,sure,1
learn,logo,1
learn,one,1
learn,purpose,1
learn,shipping,1
learn,sticker,1
learn,sure,1
logo,never,1
logo,purpose,1
logo,shipping,1
logo,sure,1
never,one,1
never,purpose,1
never,shipping,1
never,sticker,1
never,sure,1
one,purpose,1
one,shipping,1
one,sure,1
purpose,shipping,1
purpose,sticker,1
purpose,sure,1
shipping,sticker,1
shipping,sure,1
sticker,sure,1
color,early,1
color,end,1
color,know,1
color,really,1
color,sample,1
coming,early,1
coming,end,1
coming,honestly,1
coming,know,1
coming,learn,1
coming,never,1
coming,really,1
coming,sample,1
coming,sometimes,1
early,end,1
early,fruition,1
early,honestly,1
early,know,1
early,learn,1
early,like,1
early,never,1
early,really,1
early,sample,1
early,sometimes,1
end,fruition,1
end,honestly,1
end,know,1
end,learn,1
end,like,1
end,never,1
end,really,1
end,sample,1
end,sometimes,1
fruition,honestly,1
fruition,know,1
fruition,learn,1
fruition,never,1
fruition,really,1
fruition,sample,1
fruition,sometimes,1
honestly,know,1
honestly,like,1
honestly,really,1
honestly,sample,1
honestly,sometimes,1
know,learn,1
know,never,1
know,really,1
know,sample,1
know,sometimes,1
learn,like,1
learn,really,1
learn,sample,1
learn,sometimes,1
like,never,1
like,sample,1
never,really,1
never,sample,1
never,sometimes,1
really,sample,1
really,sometimes,1
sample,sometimes,1
aluminum,coming,1
aluminum,frame,1
aluminum,fruition,1
aluminum,pale,1
aluminum,type,1
color,frame,1
color,pale,1
color,type,1
coming,frame,1
coming,however,1
coming,look,1
coming,pale,1
coming,pink,1
coming,type,1
coming,typical,1
frame,fruition,1
frame,however,1
frame,like,1
frame,look,1
frame,pale,1
frame,pink,1
frame,type,1
frame,typical,1
fruition,however,1
fruition,look,1
fruition,pale,1
fruition,pink,1
fruition,type,1
fruition,typical,1
however,pale,1
however,type,1
like,pale,1
like,type,1
look,pale,1
look,type,1
pale,pink,1
pale,type,1
pale,typical,1
pink,type,1
type,typical,1
aluminum,dimension,1
aluminum,fairly,1
aluminum,model,1
aluminum,otherwise,1
aluminum,particular,1
aluminum,strong,1
aluminum,tone,1
color,dimension,1
color,fairly,1
color,otherwise,1
color,particular,1
color,strong,1
color,tone,1
dimension,however,1
dimension,like,1
dimension,model,1
dimension,otherwise,1
dimension,particular,1
dimension,pink,1
dimension,strong,1
dimension,tone,1
dimension,typical,1
fairly,however,1
fairly,like,1
fairly,model,1
fairly,otherwise,1
fairly,particular,1
fairly,pink,1
fairly,strong,1
fairly,tone,1
fairly,typical,1
however,model,1
however,otherwise,1
however,particular,1
however,strong,1
however,tone,1
like,otherwise,1
like,particular,1
like,strong,1
like,tone,1
look,otherwise,1
look,particular,1
look,strong,1
look,tone,1
model,otherwise,1
model,pink,1
model,strong,1
model,tone,1
model,typical,1
otherwise,particular,1
otherwise,pink,1
otherwise,strong,1
otherwise,tone,1
otherwise,typical,1
particular,pink,1
particular,strong,1
particular,tone,1
particular,typical,1
pink,strong,1
pink,tone,1
strong,tone,1
strong,typical,1
tone,typical,1
almost,change,1
almost,dimension,1
almost,factor,1
almost,fairly,1
almost,form,1
almost,front,1
almost,height,1
change,dimension,1
change,front,1
change,width,1
dimension,factor,1
dimension,form,1
dimension,front,1
dimension,height,1
dimension,identical,1
dimension,width,1
factor,front,1
fairly,front,1
fairly,width,1
form,front,1
bit,whereas,1
front,height,1
front,identical,1
front,look,1
front,width,1
height,width,1
biggest,camera,1
biggest,change,1
biggest,color,1
biggest,department,1
biggest,factor,1
biggest,form,1
biggest,hopefully,1
biggest,look,1
biggest,obviously,1
biggest,occurring,1
camera,change,1
camera,color,1
camera,department,1
camera,factor,1
camera,form,1
camera,hopefully,1
camera,look,1
camera,obviously,1
camera,occurring,1
change,color,1
change,department,1
change,hopefully,1
change,occurring,1
color,department,1
color,factor,1
color,form,1
color,hopefully,1
color,obviously,1
color,occurring,1
department,factor,1
department,form,1
department,hopefully,1
department,look,1
department,obviously,1
department,occurring,1
factor,hopefully,1
factor,obviously,1
factor,occurring,1
form,hopefully,1
form,obviously,1
form,occurring,1
hopefully,look,1
hopefully,obviously,1
hopefully,occurring,1
look,obviously,1
look,occurring,1
obviously,occurring,1
black,compare,1
black,different,1
black,give,1
black,glimpse,1
black,labeled,1
black,plus,1
color,compare,1
color,different,1
color,give,1
color,glimpse,1
color,labeled,1
color,plus,1
color,protector,1
color,screen,1
compare,different,1
compare,give,1
compare,glimpse,1
compare,kind,1
compare,labeled,1
compare,plus,1
compare,protector,1
compare,screen,1
different,give,1
different,glimpse,1
different,labeled,1
different,model,1
different,plus,1
different,protector,1
different,screen,1
give,glimpse,1
give,kind,1
give,labeled,1
give,model,1
give,plus,1
give,protector,1
give,screen,1
glimpse,kind,1
glimpse,labeled,1
glimpse,model,1
glimpse,plus,1
glimpse,protector,1
glimpse,screen,1
kind,labeled,1
kind,plus,1
labeled,model,1
labeled,plus,1
labeled,protector,1
labeled,screen,1
plus,protector,1
plus,screen,1
black,camera,1
black,funny,1
black,mockup,1
black,phone,1
brushed,camera,1
brushed,funny,1
brushed,kind,1
brushed,mockup,1
brushed,phone,1
brushed,protector,1
brushed,screen,1
camera,funny,1
camera,kind,1
camera,matte,1
camera,mockup,1
camera,model,1
camera,phone,1
camera,protector,1
camera,screen,1
funny,kind,1
funny,matte,1
funny,mockup,1
funny,model,1
funny,phone,1
funny,protector,1
funny,screen,1
funny,section,1
kind,matte,1
kind,mockup,1
kind,phone,1
kind,section,1
matte,mockup,1
matte,protector,1
matte,screen,1
mockup,model,1
mockup,phone,1
mockup,protector,1
mockup,screen,1
mockup,section,1
phone,protector,1
phone,screen,1
phone,section,1
protector,section,1
screen,section,1
black,feel,1
black,finish,1
black,form,1
black,frame,1
black,titanium,1
brushed,feel,1
brushed,finish,1
brushed,form,1
brushed,frame,1
brushed,titanium,1
brushed,would,1
feel,finish,1
feel,frame,1
feel,matte,1
finish,form,1
finish,frame,1
finish,section,1
finish,titanium,1
finish,would,1
form,frame,1
form,matte,1
form,model,1
form,section,1
form,titanium,1
form,would,1
frame,matte,1
frame,model,1
frame,section,1
frame,titanium,1
frame,would,1
matte,titanium,1
matte,would,1
section,titanium,1
section,would,1
aspect,assume,1
aspect,bit,1
aspect,feel,1
aspect,heavier,1
aspect,keep,1
aspect,know,1
aspect,little,1
aspect,model,1
aspect,pro,1
aspect,titanium,1
aspect,would,1
assume,bit,1
assume,feel,1
assume,heavier,1
assume,keep,1
assume,know,1
assume,little,1
assume,model,1
assume,pro,1
assume,titanium,1
assume,would,1
bit,keep,1
bit,pro,1
bit,titanium,1
bit,would,1
feel,keep,1
heavier,keep,1
heavier,model,1
heavier,pro,1
heavier,titanium,1
heavier,would,1
keep,know,1
keep,little,1
keep,model,1
keep,pro,1
keep,titanium,1
keep,would,1
know,titanium,1
know,would,1
little,titanium,1
little,would,1
pro,titanium,1
pro,would,1
actual,feel,1
actual,heavier,1
actual,know,1
actual,mean,1
actual,obviously,1
actual,official,1
actual,plasticky,1
actual,plus,1
bit,mean,1
bit,official,1
bit,plasticky,1
bit,plus,1
feel,iphone,1
feel,mean,1
feel,obviously,1
feel,official,1
feel,plasticky,1
feel,plus,1
heavier,iphone,1
heavier,material,1
heavier,mean,1
heavier,obviously,1
heavier,official,1
heavier,plasticky,1
heavier,plus,1
iphone,plasticky,1
know,material,1
know,mean,1
know,obviously,1
know,official,1
know,plasticky,1
little,mean,1
little,official,1
little,plasticky,1
little,plus,1
material,mean,1
material,obviously,1
material,official,1
material,plasticky,1
material,plus,1
mean,plasticky,1
obviously,plasticky,1
official,plasticky,1
plasticky,plus,1
alteration,existing,1
alteration,factor,1
alteration,form,1
alteration,iphone,1
alteration,looking,1
alteration,official,1
alteration,plus,1
alteration,pull,1
alteration,see,1
alteration,variant,1
difference,existing,1
difference,official,1
difference,plus,1
difference,pull,1
difference,variant,1
existing,factor,1
existing,form,1
existing,looking,1
existing,official,1
existing,plus,1
existing,see,1
existing,variant,1
factor,iphone,1
factor,official,1
factor,plus,1
factor,pull,1
factor,variant,1
form,iphone,1
form,official,1
form,plus,1
form,pull,1
form,variant,1
iphone,pull,1
iphone,see,1
iphone,variant,1
looking,official,1
looking,pull,1
looking,variant,1
official,pull,1
official,see,1
official,variant,1
plus,pull,1
plus,see,1
plus,variant,1
pull,see,1
pull,variant,1
change,difference,1
change,exact,1
change,looking,1
change,see,1
change,sometimes,1
change,wid,1
change,yeah,1
difference,exact,1
difference,fairly,1
difference,sometimes,1
difference,wid,1
difference,yeah,1
exact,factor,1
exact,fairly,1
exact,form,1
exact,height,1
exact,identical,1
exact,looking,1
exact,see,1
exact,sometimes,1
exact,wid,1
exact,yeah,1
factor,sometimes,1
factor,wid,1
factor,yeah,1
fairly,looking,1
fairly,see,1
fairly,sometimes,1
fairly,wid,1
fairly,yeah,1
form,sometimes,1
form,wid,1
form,yeah,1
height,looking,1
height,see,1
height,wid,1
height,yeah,1
identical,looking,1
identical,see,1
identical,wid,1
identical,yeah,1
looking,sometimes,1
looking,wid,1
looking,yeah,1
see,sometimes,1
see,wid,1
see,yeah,1
sometimes,wid,1
sometimes,yeah,1
wid,yeah,1
almost,appears,1
almost,exact,1
almost,generation,1
almost,like,1
almost,plus,1
almost,said,1
almost,slightly,1
almost,still,1
appears,exact,1
appears,generation,1
appears,like,1
appears,model,1
appears,plus,1
appears,said,1
appears,slightly,1
appears,still,1
exact,generation,1
exact,like,1
exact,model,1
exact,plus,1
exact,said,1
exact,slightly,1
exact,still,1
generation,like,1
generation,model,1
generation,plus,1
generation,said,1
generation,slightly,1
generation,still,1
like,said,1
like,slightly,1
like,still,1
model,said,1
model,slightly,1
model,still,1
plus,said,1
plus,slightly,1
plus,still,1
said,slightly,1
said,still,1
slightly,still,1
apple,section,1
apple,see,1
apple,tough,1
apple,variant,1
apple,whatever,1
black,button,1
black,end,1
black,say,1
black,secondary,1
black,see,1
black,tough,1
black,whatever,1
button,section,1
button,see,1
button,tough,1
button,variant,1
button,whatever,1
end,secondary,1
end,section,1
end,see,1
end,tough,1
end,variant,1
end,whatever,1
say,secondary,1
say,section,1
say,see,1
say,tough,1
say,variant,1
say,whatever,1
secondary,section,1
secondary,see,1
secondary,tough,1
secondary,variant,1
secondary,whatever,1
section,see,1
section,tough,1
section,variant,1
section,whatever,1
see,tough,1
