comment_id,parent_id,author,text,published,like_count,is_top_level
UgxIuA8wT1h9Qj-_iKB4AaABAg,root,@caravansvisits,My iphone 12 👉 I'm iphone 16 now!,1727827200,0,
UgxkGUbYVyUgRib_0d14AaABAg,root,@natalala1803,Should i upgrade from 14 pro max? I kinda want the pink one 😬😅,1727827200,0,
UgwUYd5k3Arl7zRM2g54AaABAg,root,@Victor_Andrei,"Man, I have to respect the absolutely blatant lie in the title. We are so past shame and basic decency. Just ""FUCKING CLICK THIS YOU MEAT SACK"". I love it.",1727827200,0,
Ugx1nFmELkQCDpKq9qt4AaABAg,root,@shekhar1010,This aged really well.,1727827200,2,
UgxHGb0wJVaeOefthI54AaABAg,root,@maharshishelat8449,It's exacting the same 😂 what a big let down Apple..!,1727827200,3,
Ugw2mD9EHd0QENv4_G54AaABAg,root,@shardoolask7226,So it’s literally this 😂,1727827200,11,
Ugx0qdgdYpkzzb_0M6J4AaABAg,root,@killabyt3,This aged like fine wine,1727827200,7,
UgwqJOBWMZcB41CyRcZ4AaABAg,root,@argentinatango2206,ويستمر مشكل البطارية,1727827200,0,
Ugxk65fqwe_CFn2GGCp4AaABAg,root,@jon7036,well. these were very spot on.,1727827200,7,
UgxUgdGVFajB1ZPiXCl4AaABAg,root,@se3a_today,people that are here after watching the live event,1727827200,3,
UgzOa1MMfaCV18qciB14AaABAg,root,@alialhwawsheh8575,Anyone can explain to me how buy demo iPhone like these in video,1727827200,0,
Ugx2oXCvCG2WIy5_dcV4AaABAg,root,@yusgg18,Me doing my assignments on the last day,1727827200,0,
Ugx9reWG9ztF8F1QgHl4AaABAg,root,@Comeswoopfam,No phone case baby,1727827200,0,
UgwrMww3FTz9oGtl3254AaABAg,root,@NicholasChristine-w4l,Martinez Larry Lewis Brenda Jackson Sharon,1727827200,0,
UgwCwSvV-YlGRvUFXeh4AaABAg,root,@ElectraBard-h3d,Jones Joseph Thomas Donald Wilson Deborah,1727827200,0,
Ugx2RMSdP91jsZCSIpV4AaABAg,root,@EthanJoseph-yp3xp,Finally they actually changed something so someone will finally notice the difference from the ohtside,1727827200,1,
Ugw4GVchBLEbCCZAaCN4AaABAg,root,@SusannaElroy,Garcia Eric Clark Sandra Davis Daniel,1727827200,0,
Ugzc5VGaK02t4_PVgRh4AaABAg,root,@SusannaElroy,Wilson Gary Miller George Martinez George,1727827200,0,
UgyRuzWmp_2KMrGw_4N4AaABAg,root,@trevorphilips6804,11 minute video & nothing new 💀,1727827200,0,
UgxId059zsVqf31K_yd4AaABAg,root,@BelleMarian-e9u,Rodriguez Jason Jackson Eric Clark Helen,1727827200,0,
Ugxneb-SyWTHjSd62Wh4AaABAg,root,@tyronebollozos7499,the 2nd button is actually the simcard slots for the asian market.,1727827200,0,
Ugx-wChU3q2eiCVU6td4AaABAg,root,@uknolynx,"as a iPhone 11 Pro user, im still waiting for apple's flip/fold phones which probably not going to come out in another 10 decades",1727827200,0,
Ugyl1fTqOu2A_qTM9c54AaABAg,root,@princessgigi1910,I LOVE it !!!! It’s like the iPhone 10 I used to have  before I accidentally ran it over with my car. I truly loved that phone . I love the color but I don’t think that’s going to be an option. That is too much like the matte I iPhone 15. WHY is Apple being so Secretive and evasive this time??? I went to the Apple Store to ask the launch date and color options. OMG Tjey acted as if I asked for the Nuclear code. Security was circling me like a Shark. Insanity Over the IPhone 16 Hype! I plan to buy 2 IPhone 16 Pro Max. My first time ever buying a Pro / pro Mac iPhone. I just wanted some details. Thank you for this .i hope the Coffee is an option !❤,1727827200,0,
UgxGC8Oi8Z5GGW_6NBR4AaABAg,root,@TanjirMokammel,Why does it looks like nothing 😂,1727827200,0,
Ugyxdq91eqWT4tMID1d4AaABAg,root,@HishamAdeeb-d7z,Yur leaks are always wrong,1727827200,0,
Ugxj5jIS_FdzSlKxbuF4AaABAg,root,@whitter,"Apple sucks deep, so old, so deadish",1727827200,0,
UgxxusQPN6edgPYLlv54AaABAg,root,@TuttleVictoria-i8j,Lopez Gary Lewis Cynthia Brown Brenda,1727827200,0,
UgypC6P8wNtx4d29qEB4AaABAg,root,@HodgsonBroderick-e2z,Martinez Mark Jackson Edward Miller Amy,1727827200,0,
UgzSlFDD4cXlO4fXJWB4AaABAg,root,@JennyMax-x6s,Anderson Charles Thomas Maria Johnson Patricia,1727827200,0,
Ugy1Pv1VDj8M7fG0dBl4AaABAg,root,@bajramdarbuka9789,Samsung S24 Ultra ❤ Its Best Smartphone in World,1727827200,0,
Ugy2ypi0CKFK1Q4TaLR4AaABAg,root,@LilyHeloise-c6f,Harris Anthony Young David Young Daniel,1727827200,0,
UgzNPuOeyzDwYYqwpxZ4AaABAg,root,@rickytoledo9309,Bro she like vivo a18,1727827200,0,
Ugwf9KCeiAY1uZtdtxl4AaABAg,root,@HarringtonWebb-l5d,Jackson Deborah Hall William Lee Margaret,1727827200,0,
Ugz32XJeIrX0H8ovVZh4AaABAg,root,@ericcastaneda336,In that case just get the iPhone 8+,1727827200,0,
Ugw-ZL5tm813-bzh3Sl4AaABAg,root,@VikasSingh-ji8ch,😂,1727827200,0,
UgwvwZjbmOU_Hm1TDQF4AaABAg,root,@OneMoreVacation,"Well... Its so obvious that those are not replicas made in China. Well actually they are made in China but produced by Apple 😅 If they were not from originally Apple, a tech guru would not talk so surely about their colors and designs. He is presenting them with almost no doubt like they are legit iPhones, because they are 😊",1727827200,0,
UgyJKrZm6QyFP5oagRl4AaABAg,root,@WarnerVincent-g2c,Clark Linda Anderson Carol Rodriguez Cynthia,1727827200,0,
Ugw9rJZGAzK0TTYBVuN4AaABAg,root,@Droopydog79,Looks like an old Lg camera if this is the case im keeping my 15 pro max!!!!,1727827200,0,
UgxdtZxhlzuKaGi_x3V4AaABAg,root,@SoupCatPy,apple is probably so mad everyone knows what the 16 is like,1727827200,0,
UgwqcNVaXi3V7R1lGUR4AaABAg,root,@xctvns,Bruh wtf is that giving XR vibes,1727827200,0,
UgwQYAKWZgmjw3XcyP54AaABAg,root,@LeopoldCyril-v5p,Thomas George Hall Jessica Jones Robert,1727827200,0,
Ugxj7h6_YRWBaco08p94AaABAg,root,@Bee-n8e,My iPhone 8+ is working much better after replacing the battery/ I think previous owner might have sold me a water damage iPhone since battery look damaged/ took awhile to get battery in / I think 6+ / 6s+ models battery replacement are easier to connect to motherboard/ I was worried that the motherboard might need replacement too but seems like it’s much cooler now with a new battery in 8+ love this phone/ I have an XS max too as service phone but 8+ is pocket iPod WiFi device/ especially since 64gb on XS max is to small if wasn’t expensive screen I would replace motherboard with a 128gb min. Nand flash/ I would most get a motherboard no iCloud lock so don’t have play any games / and love to use CD ripped library via iTunes,1727827200,0,
UgzD4XX_1-yx9MkbH714AaABAg,root,@Bee-n8e,iPhones 8+ are my favorite/ I love curve edges/ so most likely will not be buying a iPhone 16 / maybe if Touch ID comes to screen via Apple app / don’t care for Face ID especially at night after 12am gizmo don’t like bright lights,1727827200,0,
UgyxcU8zEmUDOZaVLiV4AaABAg,root,@Bee-n8e,iPhone 6/6S+ were my favorite it’s too bad that the iPhone for 8+ screen doesn’t work,1727827200,0,
Ugy2j5gKM6QIJaNazYJ4AaABAg,root,@Bee-n8e,One thing I like buy older iPhones is to then upgrade the battery,1727827200,0,
UgyYQZk4uEHPdfTH6Ut4AaABAg,root,@Bee-n8e,"Wireless charger like like a mini coat rack lol,",1727827200,0,
UgwcjRl4d60E_dE6F8l4AaABAg,root,@rashtech8539,Same fucking shit,1727827200,0,
Ugya6h_lvg_WRteLtBt4AaABAg,root,@HarryTabitha-g2b,Martinez Shirley Robinson Jason Clark Karen,1727827200,0,
UgzdCqNQubQ3RglUAh94AaABAg,root,@soulassassin4847,Staying with my 14 pro max 🤷🏻,1727827200,0,
UgwuM4Fk6j2Lgxymwex4AaABAg,root,@thefinest241,We all can agree tht apple has ran out of ideas,1727827200,0,
UgwPB190rrtdY9ut2Ot4AaABAg,root,@Theportlandbarber,I dunno man the 16 and 16 plus don’t have that premium look to me.. not really feeling the vertical cam setup. I know they did it for a specific reason but eh.. not for me🤷🏻‍♂️,1727827200,0,
UgwZd_NijQG9FWgMpoZ4AaABAg,root,@hermindspeaks876,Not the XS Max 😂😂😂😂😂😂….. btw I’m typing on one,1725235200,0,
UgzXCSccM_XTPZrEV6F4AaABAg,root,@abdulazizalfaleh4786,iPhone 16 looks like iPhone 12,1725235200,0,
Ugyt8lPMwdAyKX0Itux4AaABAg,root,@DvMia,"I can’t believe that Apple took AI, and is calling it, Apple Intelligence! C’mon Apple. Watch out, Steve is gonna come back and beat you up with the 17 cameras on the back. Sadly but happily, I still own an iPhone X!",1725235200,0,
Ugy4QUjYamHAa5v1QSd4AaABAg,root,@DvMia,"Oh look, a new camera, Wow! I would’ve never guessed. Thankfully, I haven’t bought an iPhone since the iPhone X. The only thing I like about Apple is the operating system.",1725235200,0,
UgwuUMYLXvWVFIrgkFF4AaABAg,root,@HalimMondole,Taylor Ruth Garcia Sarah Jackson Charles,1725235200,0,
Ugw6ZSj_stE9jytL_jF4AaABAg,root,@TurnerEarl-e3i,Taylor Amy Miller Gary Wilson Gary,1725235200,0,
UgzoEaJdkpyXukJFjEV4AaABAg,root,@kiteqio,"apple ""it's about the DESIGN""",1725235200,0,
Ugyd9cAcUX_phuKDp4l4AaABAg,root,@MohamedNAsherif,hahaha the same look the same design over and over and over and over and over and over boring boring boring boring hahaha,1725235200,0,
UgyyT5uc7jtyn_t2YZx4AaABAg,root,@lamercussion,I believe the new iPhone 16 camera is now horizontal like this for shooting vids for Vision Pro.,1725235200,0,
UgxBHmewxnCmVhRFpwF4AaABAg,root,@malnfc8565,Well that was a useless video. Such a big channel and doesn’t even know what the capture button is…,1725235200,0,
UgzXHA4H3q8M_JTJqUh4AaABAg,root,@Jeeperscreepershm,When will case manufacturers finally understand that they’re losing a huge majority of their market because the case doesn’t actually cover all four corners?,1725235200,0,
UgxN8TZpUu7eae8OJ8p4AaABAg,root,@PetCumings-j2v,Miller Brian Martinez Joseph Thompson Robert,1725235200,0,
UgxsfQiu0yXzFvJ1YqF4AaABAg,root,@YeatesBoyd,Miller Paul Martinez Laura Robinson Anna,1725235200,0,
UgwM2z7BUkNBtU7qwgR4AaABAg,root,@DreiK96,I won't be upgrading until they put on a 10x periscope lens on iPhone Pro.,1725235200,0,
Ugzn7tfiwhRIVjKmfVZ4AaABAg,root,@garby90,The button he keeps talking about is the window if i'm correct for the 5g,1725235200,0,
Ugz7tJGxrqj_uZ3ASFl4AaABAg,root,@reynawatisholehat2204,Buset makin tipis aje yak wkwk🥲,1725235200,0,
UgzlUjYEuESZKGbElq14AaABAg,root,@Strktm1,Slowly evolving into an android as it should,1725235200,2,
UgxND-K_9VLoxIq3sv54AaABAg,root,@HasibulHasane-z7h,Thompson Michael Perez Daniel Young Gary,1725235200,0,
UgxUeUprZtxn1viLMHp4AaABAg,root,@manoknatinola,Ill get a second hand 14 pro once iphone 17 is released,1725235200,0,
UgxOWy5SEtCr08Uq4C54AaABAg,root,@arunnrobo,May be camera button,1725235200,0,
Ugx9cz5jUkCv8Us0ysN4AaABAg,root,@LloydBates-t6x,Perez Robert Hernandez Melissa Jackson George,1725235200,0,
UgyYgzuBz0BWO6KtL5Z4AaABAg,root,@brunopit7238,Iphone get worst every year,1725235200,0,
UgwMRkcNWXOr__5W6U54AaABAg,root,@TriciaHarvey-s4p,Jones Ruth Martin Laura Rodriguez Patricia,1725235200,0,
UgxE062UpNPUHW6aIMl4AaABAg,root,@Hella_content,Can i have one one now that ur done with it,1725235200,0,
UgxW9h9rWCUCP38T8W14AaABAg,root,@RassaneJ,Nothing changes since iphone 12 and usb-c 😂,1725235200,0,
UgyGWgX7h78cwwcZvw14AaABAg,root,@chinomeehan9061,Loving my iPhone 15 plus in pastel blue. I’m not getting new phone until Maby iPhone 20,1725235200,0,
UgxpL-fsvi8q-VgTezZ4AaABAg,root,@ThaEarthIsMyTurf,I got a 15 pro max. Think I’m good for a bit. Most of the charging stations haven’t even caught up to 15 yet,1725235200,0,
Ugxl-rV8A29_NxVhoRR4AaABAg,root,@snakesvenom2852,Could be a camera button,1725235200,0,
UgwSRo93FZCJPrVmYIt4AaABAg,root,@LusciousBIGGZ,iPhone Xs here,1725235200,0,
UgwEKqJ0tqalXlgLdmN4AaABAg,root,@OmeshThomas,That iPhone 16 looking just like the XR,1725235200,0,
UgwflYWqkeJjfxBzXhx4AaABAg,root,@OmeshThomas,Everytime I hear the word iPhone I get mad because people so stupid to keep buying the same phone over and over with no really changes,1725235200,0,
UgzyxVOq59M_i1petm94AaABAg,root,@seeby13,Apple please I just want yall to make the iFold. If these are the real designs then I see no reason to upgrade from my 13 pro max,1725235200,1,
UgwBvu73-M57BMtvzfx4AaABAg,root,@edchayphone7545,Restore smart phone and Found phone in trash,1725235200,0,
Ugw1mbFQIY7fmEcCABZ4AaABAg,root,@MichaelHirshmanS,Moore Christopher Anderson Laura Jackson William,1725235200,0,
UgyQKGyQQ-bIUcq0ueF4AaABAg,root,@freemasonry666,Please turn on the phone,1725235200,0,
Ugwb5d3L2xArbOlFYnh4AaABAg,root,@anderbeau,Just make the damn phone slightly thicker = more battery life & no camera bump c’mon! 🤦🏼‍♂️,1725235200,1,
UgyNWdedEvCL6npjlsZ4AaABAg,root,@f.acheampong,Boring phones,1725235200,0,
UgzQpNTMmN2skCKZ-314AaABAg,root,@ivrpcworks7849,im going to android idc same shit always bro,1725235200,0,
UgwVD_3KX2Z8XmfPWfB4AaABAg,root,@ScheKitoff,Nothing phone cmf 1,1725235200,0,
Ugw1mH5n5HsjrZhsKW14AaABAg,root,@Rick_Dunaway,just tall enough to require a new/different case… oh btw we have you covered with all of our best ever iphone cases….youtube is dead. no good info anymore just more people pushing product,1725235200,0,
UgwRa3Kv1Sr-1c0bxvx4AaABAg,root,@BunyKenjiro,"When the notch is no longer exist, I will upgrade. 😅",1725235200,0,
Ugw89YRYYJb_WfHDDCp4AaABAg,root,@GwenStephens-e4m,Jackson Sharon Lewis Edward Walker Timothy,1725235200,0,
UgwcBoA0VsyJr945xvx4AaABAg,root,@maliknielsen7952,Iphone display is ugly the notch and dynamic Island im love My sony display is clean iphone camera sensor is a sony and display screen from samsung and hard drive too,1725235200,0,
UgwjbCjGBqEPHXqfLqp4AaABAg,root,@Dokuzu,stop making boring phones interesting,1725235200,0,
Ugw9Tq1P-b83bZH1W9N4AaABAg,root,@restfulchest,Johnson Melissa Hernandez Kimberly Wilson Sarah,1725235200,0,
UgwqykPCUjElOEQqQiR4AaABAg,root,@RolandMLawrence,Hi thank you for the vid I work in tech retail. I have been noticing people rocking the black iphone 12 recently so it is interesting that the iPhone 16 you showed us is similar in design to the 12 eg camera layout. I am in the market for a midnight iphone 16 maybe however the features will need to be exciting to persuade me. Love from Roland from London England 🏴󠁧󠁢󠁥󠁮󠁧󠁿💙,1725235200,0,
Ugwyx5Zq5-bBESjPl-54AaABAg,root,@ReneeBryant-o1e,Johnson Sarah Hall Robert Allen Paul,1725235200,0,
UgydCuUfu8WatJalOXR4AaABAg,root,@MzawywoFaqeuo,Rodriguez Ronald Taylor Jennifer Taylor Elizabeth,1725235200,0,
Ugz-0OvPHQNRwKDaxdB4AaABAg,root,@MashaRahman-h2o,Miller Matthew Young Kimberly Williams Scott,1725235200,0,
UgxlaoP8KyjQ38Px0ox4AaABAg,root,@ddoommiinniicc,that was the best case review i might have ever seen,1725235200,0,
UgxRZM3Gn6r6FqDZBRd4AaABAg,root,@sacaleanuconstantin8608,Like someone said once ...same same but different :-))),1725235200,0,
UgwwBkhAWr3OGVdPx2d4AaABAg,root,@Stax0-,That black Mate is nice,1725235200,0,
UgyIK_V46apNiTGstVJ4AaABAg,root,@mrwoody1413,16 pro max.. I always get the biggest screen.,1725235200,0,
Ugz0mvsmpwE5zxy5muF4AaABAg,root,@CandyBarnes-t8g,Martin Michael Thompson Elizabeth Clark Maria,1725235200,0,
UgxfI681ujX11FouZSh4AaABAg,root,@iamyazeedx,Seems like apple decided to go back to the  xr,1725235200,0,
UgwBFU2dZorAJvtvazR4AaABAg,root,@gregedwards7895,I’ll stick with Spigen lol,1725235200,0,
UgwpFlrKxCAYctwThXB4AaABAg,root,@FckAnti,"Unbox Therapy, awesome video keep it up bro",1725235200,0,
Ugxf71aPOhg3D7FEFnt4AaABAg,root,@TechKHCreator,Nice sir for this review,1725235200,0,
UgwckJzFOQBkPqD7zqB4AaABAg,root,@Bonniem7,"Thanks for the video, I’m trying to figure out if I should upgrade to the 15 max or wait for the fight of the 16. Not that big of a fanatic about the AI or the camera, I just want an Iphone with a better battery than my 14Max has right now. Also, women’s pockets suck when it comes to putting phones in them, kind of worried the 16 Max wont fit. 😅 😂",1725235200,0,
UgysjYw34xeXn2nxN0d4AaABAg,root,@King3k,so back to  iphone 12,1725235200,0,
Ugx9g6iRsemV0wq3KQt4AaABAg,root,@skyriderof-the-spaceways7960,Really like that Samsung flip phone,1725235200,0,
UgyrsUzoGcb3mNRpKJN4AaABAg,root,@TH-lu9du,Camera layout change is for stereo photography that can be consumed with the vision pro,1725235200,0,
Ugwo6VMnI2Rf_17VDDh4AaABAg,root,@pakoyz342,The back looks like sony,1725235200,0,
UgyWxpReQ90zd9Ka68B4AaABAg,root,@feelsgoodchannel7006,lmao it's so obvious that the button is a shutter button for the camera's so you can more easily shoot photos/videos in landscape.,1725235200,0,
Ugxb4hSnmPAuMzz5z9J4AaABAg,root,@FckAnti,"Unbox Therapy, amazing video I loved it",1725235200,0,
Ugy6fty6dQMnpyARyb14AaABAg,root,@h3cz_,I'm convinced apple users don't love themselves. They been having the same design for so long. It's beyond boring.,1725235200,0,
UgzmusAHlCja5QXAm8J4AaABAg,root,@EmmanuelDailyL-b4c,This will never be iPhone 16 design,1725235200,0,
UgyqNJtyZjNnUwXK-eR4AaABAg,root,@agilarversovian,It’s not something I will waste money on because I absolutely hate Ai and I absolutely hate Atmos. There are so many apps that are totally pathetic and of no use.,1725235200,0,
UgySKJvBbMX0yDa8ql94AaABAg,root,@Ronsky988,When will come a time that apple having a fingerprint unlock options,1725235200,0,
UgxapMtEQyAdVYLJMkF4AaABAg,root,@LiquidChamploo,I went from the SE to the 11 so I'm actually excited. I don't get the point of upgrading to the latest phone on every drop when you can barely tell the difference model to model. I can't understand the joy in that at all.,1725235200,1,
UgxapMtEQyAdVYLJMkF4AaABAg.A7PmG9ykV1CA7RYTqgA3bR,UgxapMtEQyAdVYLJMkF4AaABAg,@user-wk9gu,"Same I don’t get the point either old phones still have their purpose and are functional, but I’m saying that as someone who used an iPhone 6 and recently bought the 15 😳",1725235200,0,
Ugxgu5D1H_F4_aoPW6p4AaABAg,root,@akshayash189,Someone's going to see End like nokia soon,1725235200,0,
Ugw3TzgeskiVAdZxrPV4AaABAg,root,@mimiltakes,Iphone 15line up best❤,1725235200,0,
UgyUoasV7AZgExsZ5wV4AaABAg,root,@VsnsmnGndmd,Hernandez Angela Anderson Frank Harris Laura,1725235200,0,
UgzMp3fY9uDkRA32UOl4AaABAg,root,@samdarnell7078,"Where are product red iphones? nobody is talking about no red iphone 15, or 16",1725235200,0,
UgzjU6ZS7804HeKKEJZ4AaABAg,root,@EryPrihananto,I still use iphone6 in 2024. 10 series later 🤣,1725235200,0,
UgxNtlNYojK5YS0_ijh4AaABAg,root,@9852323,Me reading comments talking about the iPhone XR being old on my iPhone 6s I have literally zero issues with. 😂,1725235200,0,
Ugzi2y_KfZvis58xbxR4AaABAg,root,@CurtisDahl,Hall Susan Davis Paul Lee Jeffrey,1725235200,0,
UgyiLQY9zTdwK-x351x4AaABAg,root,@jamalabdunnafis3262,Never gonna buy made in India product. Bye bye Apple. You lost 10 years long apple fans customer,1725235200,0,
UgyiLQY9zTdwK-x351x4AaABAg.A7NqrWMrD_xA7Rur-LLyV0,UgyiLQY9zTdwK-x351x4AaABAg,@h3cz_,Samsung is waiting for you. Manufactured in Vietnam.,1725235200,0,
UgyiLQY9zTdwK-x351x4AaABAg.A7NqrWMrD_xA7S7iMaVFQz,UgyiLQY9zTdwK-x351x4AaABAg,@jamalabdunnafis3262,@h3cz_  better than india,1725235200,0,
UgxBntsnkT3YpFy4N5d4AaABAg,root,@Fox_Odette,its  just me or anyone feels that iphone gets boring as times goes by,1725235200,0,
UgwvxmwimxAx-N-8IM54AaABAg,root,@gambo2955,I never get an iPhone,1725235200,0,
UgylP2s7d9BiOV_2tpp4AaABAg,root,@classicdell,Never understood the unboxing of possibilities,1725235200,0,
Ugxlp8nrtfpmoYXMsUN4AaABAg,root,@N1ka,Every years new update is the camera placement. They’ll be playing with it for 10 years no problem😊,1725235200,0,
UgyORdkbL9MLIb47PZ94AaABAg,root,@YEBINXS,Where's the red one?,1725235200,0,
UgxGfefdcFjRiZStvaV4AaABAg,root,@g.m3399,It’s not even September and you are misleading the public Jesus . just say iPhone 16 prototypes .,1725235200,0,
Ugw8-syzY3kaU9zCW0J4AaABAg,root,@Fisz_9,"i dont know why apple always release a new phone every year, nothing change. they just make more money from iphone user🤦..if like this...they will lose to google pixel in Future",1725235200,0,
UgyRRmVC7cy8VuTIp154AaABAg,root,@LloydBates-t6x,Thompson Timothy Martinez Patricia Taylor Mary,1725235200,0,
UgxZJy34L4Fv8RmCv3p4AaABAg,root,@BlowingDummy-s9s,Perez Carol Davis Deborah Martin William,1725235200,0,
UgzV3R_xo4rlDCet5wN4AaABAg,root,@FrozenThunder,"have been waiting for an iphone between 6.1 inch and 6.7 inch, finally now its the time. 16 pro! 6.3 inch",1725235200,0,
Ugw-DS2rFuZww7v_2e54AaABAg,root,@sweetnessesj,No much changes to the iphone design because it’s already the best.,1725235200,0,
UgzMiRPBW5XnQEqqbHF4AaABAg,root,@24YT07,"I went from the iPhone 6 to a 13 only because it had flat surround reminded me of the 5. Now I feel no reason to buy another iPhone as they all have very slight changes not enough for me to spend over a 1,000.",1725235200,0,
UgwkKL3bxCqxMQ_hN_B4AaABAg,root,@edgarramirezalittlebitofev7025,I stop buying iPhones on the iPhone 13 pro max. Since then I don’t wanna buy an other iphone. its disgusting how the company and people OVER EXAGGERATE THIS every year,1725235200,0,
UgzG7thNb418CalPyDZ4AaABAg,root,@PedroBaker-b5d,Jones Charles Jackson Steven Davis Brian,1725235200,0,
UgztxishyFfvjj_jhJ94AaABAg,root,@Nichole-x5q,I see people have amnesia and keep bring up the iPhone X ITS NOT THE SAME DAMN SET UP THAT WAS AN IPHONE 11 AND 12 like are y'all ok??,1725235200,0,
UgyFtJCGv0i8N6xLhkh4AaABAg,root,@tashu6573,china can create nonexistent products 😂,1725235200,0,
UgxhnAaT7TFGq8RDogp4AaABAg,root,@CreexBS,You can’t turn them on?,1725235200,0,
UgxvZDNSOMPhSHZbKOl4AaABAg,root,@whitemask221,Dude lost his reputation so bad that now fake iPhones is the closest he’ll ever get to early review units,1725235200,47,
